10.02.2016 11:08:29; WARNING; 0; ConfigMgr запущен
10.02.2016 22:28:52; WARNING; 0; Invalid IMEI: 357478056074070
10.02.2016 22:28:54; WARNING; 0; Invalid IMEI: 357478056074070
10.02.2016 22:28:56; WARNING; 0; Invalid IMEI: 357478056074070
10.02.2016 22:28:58; WARNING; 0; Invalid IMEI: 357478056074070
10.02.2016 22:29:00; WARNING; 0; Invalid IMEI: 357478056074070
10.02.2016 22:29:02; WARNING; 0; Invalid IMEI: 357478056074070
10.02.2016 22:29:04; WARNING; 0; Invalid IMEI: 357478056074070
10.02.2016 22:29:06; WARNING; 0; Invalid IMEI: 357478056074070
10.02.2016 22:29:08; WARNING; 0; Invalid IMEI: 357478056074070
10.02.2016 22:37:57; WARNING; 0; Invalid IMEI: 357478056074070
10.02.2016 22:38:58; WARNING; 0; ConfigMgr запущен
11.02.2016 12:37:40; WARNING; 0; ConfigMgr запущен
11.02.2016 14:23:35; WARNING; 0; ConfigMgr запущен
11.02.2016 14:33:48; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:33:54; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:34:01; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:34:07; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:34:13; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:34:19; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:34:25; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:34:31; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:34:38; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:34:44; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:34:50; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:34:57; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:35:03; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:35:09; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:35:15; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:35:21; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:35:27; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:35:33; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:35:39; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:35:45; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:35:51; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:35:57; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:36:03; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:36:09; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:36:16; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:36:22; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:36:28; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:36:35; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:36:41; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:36:47; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:36:54; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:37:00; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:37:06; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:37:12; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:37:19; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:37:25; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:37:31; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:37:53; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:37:59; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:38:06; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:38:12; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:38:18; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:38:24; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:38:30; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:38:36; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:38:43; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:38:49; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:38:55; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:39:01; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:39:07; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:39:13; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:39:19; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:39:25; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:39:31; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:39:37; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:39:43; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:39:50; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:39:56; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:40:02; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:40:08; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:40:14; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:40:20; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:40:26; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:40:32; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:40:38; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:40:44; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:40:50; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:41:03; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:41:09; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:41:16; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:41:22; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:41:28; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:41:34; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:41:40; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:41:46; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:41:54; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:42:00; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:42:06; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:42:12; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:42:18; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:42:24; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:42:30; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:42:36; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:42:42; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:42:48; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:42:55; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:43:01; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:43:07; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:43:14; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:43:21; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:43:27; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:43:34; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:43:40; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:43:46; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:43:53; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:43:59; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:44:05; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:44:11; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:44:17; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:44:23; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:44:29; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:44:35; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:44:41; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:44:49; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:44:55; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:45:01; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:45:08; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:45:14; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:45:20; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:45:26; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:45:32; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:45:38; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:45:44; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:45:51; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:45:57; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:46:04; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:46:10; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:46:16; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:46:22; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:46:29; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:46:35; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:46:42; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:46:49; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:46:55; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:47:01; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:47:08; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:47:14; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:47:20; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:47:26; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:47:37; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:47:43; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:47:50; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:47:55; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:48:02; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:48:08; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:48:14; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:48:20; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:48:26; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:48:33; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:48:38; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:48:45; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:48:51; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:48:57; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:49:03; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:49:09; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:49:15; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:49:21; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:49:27; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:49:33; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:49:39; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:49:45; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:49:53; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:49:59; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:50:05; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:50:11; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:50:17; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:50:23; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:50:30; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:50:36; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:50:42; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:50:48; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:50:54; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:51:00; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:51:06; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:51:12; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:51:18; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:51:24; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:51:30; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:51:36; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:51:42; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:51:48; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:51:55; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:52:01; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:52:07; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:52:13; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:52:19; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:52:26; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:52:33; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:52:40; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:52:46; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:52:52; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:52:58; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:53:05; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:53:11; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:53:17; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:53:23; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:53:29; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:53:35; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:53:41; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:53:47; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:53:53; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:53:59; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:54:05; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:54:12; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:54:19; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:54:53; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:55:00; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:55:06; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:55:13; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:55:19; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:55:25; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:55:32; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:55:38; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:55:44; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:55:50; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:56:00; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:56:06; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:56:12; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:56:18; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:56:24; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:56:35; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:56:41; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:56:47; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:56:53; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:56:59; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:57:05; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:57:12; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:57:18; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:57:24; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:57:31; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:57:37; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:57:42; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:57:48; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:57:54; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:58:00; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:58:06; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:58:12; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:58:18; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:58:24; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:58:30; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:58:39; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:58:45; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:58:51; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:58:57; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:59:03; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:59:10; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:59:16; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:59:22; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:59:28; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:59:34; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:59:40; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:59:47; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 14:59:55; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 15:00:09; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 15:00:16; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 15:00:22; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 15:00:28; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 15:00:34; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 15:00:42; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 15:00:48; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 15:00:54; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 15:01:00; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 15:01:06; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 15:01:12; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 15:01:18; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 15:01:24; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 15:01:32; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 15:01:38; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 15:01:48; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 15:01:54; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 15:02:00; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 15:02:06; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 15:02:12; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 15:02:19; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 15:02:25; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 15:02:31; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 15:02:37; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 15:02:47; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 15:02:53; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 15:02:59; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 15:03:05; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 15:03:11; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 15:03:17; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 15:03:23; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 15:03:29; WARNING; 0; Invalid IMEI: 866104021914216
11.02.2016 15:03:35; WARNING; 0; Invalid IMEI: 866104021914216
